current_image,is_repeat,trial_index,is_blank_trial,is_new_run,run_num,previous_image,all_blanks_list
images/stimuli_labeled/coco_shared_98__cat_mirror_photographer.jpg,0,5,0,0,6,"people
on
terrace","[12, 18, 35]"
images/stimuli_labeled/album7__child_on_tv.jpg,0,6,0,0,6,"cat
mirror
photographer","[12, 18, 35]"
images/stimuli_labeled/coco_shared_511__freight_trains_passing.jpg,1,7,0,0,6,"child
on
tv","[12, 18, 35]"
images/stimuli_labeled/coco_shared_429__bathroom_toilet_sink.jpg,0,8,0,0,6,"freight
trains
passing","[12, 18, 35]"
images/stimuli_labeled/coco_nonshared_30387__cat_watching_child.jpg,0,9,0,0,6,"bathroom
toilet
sink","[12, 18, 35]"
images/stimuli_labeled/coco_shared_824__crowded_beach_umbrellas.jpg,0,10,0,0,6,"cat
watching
child","[12, 18, 35]"
images/stimuli_labeled/coco_shared_434__students_studying_classroom.jpg,0,11,0,0,6,"crowded
beach
umbrellas","[12, 18, 35]"
blank.jpg,0,12,1,0,6,"students
studying
classroom","[12, 18, 35]"
images/stimuli_labeled/coco_shared_420__refrigerator_plant_kitchen.jpg,0,13,0,0,6,blank,"[12, 18, 35]"
images/stimuli_labeled/coco_shared_450__bookshelf_chairs_tiles.jpg,0,14,0,0,6,"refrigerator
plant
kitchen","[12, 18, 35]"
images/stimuli_labeled/coco_nonshared_11591__occupy_oakland_sign.jpg,0,15,0,0,6,"bookshelf
chairs
tiles","[12, 18, 35]"
images/stimuli_labeled/coco_shared_218__friends_eating_sandwiches.jpg,1,16,0,0,6,"occupy
oakland
sign","[12, 18, 35]"
images/stimuli_labeled/coco_nonshared_6266__cyclist_in_stripes.jpg,0,17,0,0,6,"friends
eating
sandwiches","[12, 18, 35]"
blank.jpg,0,18,1,0,6,"cyclist
in
stripes","[12, 18, 35]"
images/stimuli_labeled/coco_nonshared_34906__dog_on_cushion.jpg,0,19,0,0,6,blank,"[12, 18, 35]"
images/stimuli_labeled/coco_nonshared_10004__cats_on_bed.jpg,0,20,0,0,6,"dog
on
cushion","[12, 18, 35]"
images/stimuli_labeled/coco_shared_287__woman_using_phone.jpg,0,21,0,0,6,"cats
on
bed","[12, 18, 35]"
images/stimuli_labeled/coco_shared_357__kitten_on_laptop.jpg,0,22,0,0,6,"woman
using
phone","[12, 18, 35]"
images/stimuli_labeled/coco_shared_859__fluffy_cat_windowsill.jpg,0,23,0,0,6,"kitten
on
laptop","[12, 18, 35]"
images/stimuli_labeled/coco_shared_699__luggage_on_grass.jpg,1,24,0,0,6,"fluffy
cat
windowsill","[12, 18, 35]"
images/stimuli_labeled/coco_shared_963__high_heels_subway.jpg,0,25,0,0,6,"luggage
on
grass","[12, 18, 35]"
images/stimuli_labeled/coco_shared_540__white_clock_tower.jpg,0,26,0,0,6,"high
heels
subway","[12, 18, 35]"
images/stimuli_labeled/coco_shared_446__oval_bathroom_sink.jpg,0,27,0,0,6,"white
clock
tower","[12, 18, 35]"
images/stimuli_labeled/coco_nonshared_7401__ancient_egyptian_furniture.jpg,0,28,0,0,6,"oval
bathroom
sink","[12, 18, 35]"
images/stimuli_labeled/coco_nonshared_29506__dog_with_laptop.jpg,0,29,0,0,6,"ancient
egyptian
furniture","[12, 18, 35]"
images/stimuli_labeled/coco_shared_101__illuminated_clock_tower.jpg,0,30,0,0,6,"dog
with
laptop","[12, 18, 35]"
images/stimuli_labeled/coco_shared_965__child_covering_eyes.jpg,0,31,0,0,6,"illuminated
clock
tower","[12, 18, 35]"
images/stimuli_labeled/coco_shared_166__crowded_indian_bus.jpg,0,32,0,0,6,"child
covering
eyes","[12, 18, 35]"
images/stimuli_labeled/coco_shared_199__train_passing_countryside.jpg,1,33,0,0,6,"crowded
indian
bus","[12, 18, 35]"
images/stimuli_labeled/coco_nonshared_38116__pink_costume_character.jpg,0,34,0,0,6,"train
passing
countryside","[12, 18, 35]"
blank.jpg,0,35,1,1,6,"pink
costume
character","[12, 18, 35]"
images/stimuli_labeled/coco_shared_240__cat_in_suitcase.jpg,1,0,0,0,7,blank,"[10, 19, 35]"
images/stimuli_labeled/coco_shared_121__students_studying_outdoors.jpg,1,1,0,0,7,"cat
in
suitcase","[10, 19, 35]"
images/stimuli_labeled/coco_shared_4__old_english_church.jpg,0,2,0,0,7,"students
studying
outdoors","[10, 19, 35]"
images/stimuli_labeled/coco_nonshared_7156__cat_on_desk.jpg,0,3,0,0,7,"old
english
church","[10, 19, 35]"
images/stimuli_labeled/coco_nonshared_55571__cat_person_couch.jpg,0,4,0,0,7,"cat
on
desk","[10, 19, 35]"
images/stimuli_labeled/album9__colorful_flower_display.jpg,0,5,0,0,7,"cat
person
couch","[10, 19, 35]"
images/stimuli_labeled/coco_nonshared_31556__steaming_street_barrier.jpg,0,6,0,0,7,"colorful
flower
display","[10, 19, 35]"
images/stimuli_labeled/coco_shared_432__dog_under_lounger.jpg,0,7,0,0,7,"steaming
street
barrier","[10, 19, 35]"
images/stimuli_labeled/coco_shared_330__congested_urban_highway.jpg,0,8,0,0,7,"dog
under
lounger","[10, 19, 35]"
images/stimuli_labeled/coco_shared_486__pond_bench_reflection.jpg,0,9,0,0,7,"congested
urban
highway","[10, 19, 35]"
blank.jpg,0,10,1,0,7,"pond
bench
reflection","[10, 19, 35]"
images/stimuli_labeled/coco_shared_351__office_cubicle_workspace.jpg,0,11,0,0,7,blank,"[10, 19, 35]"
images/stimuli_labeled/coco_shared_719__ornate_street_clock.jpg,0,12,0,0,7,"office
cubicle
workspace","[10, 19, 35]"
images/stimuli_labeled/coco_nonshared_12963__old_dusty_bottle.jpg,0,13,0,0,7,"ornate
street
clock","[10, 19, 35]"
images/stimuli_labeled/coco_shared_785__boy_hydrant_yellow.jpg,0,14,0,0,7,"old
dusty
bottle","[10, 19, 35]"
images/stimuli_labeled/coco_shared_395__urban_traffic_intersection.jpg,0,15,0,0,7,"boy
hydrant
yellow","[10, 19, 35]"
images/stimuli_labeled/coco_shared_51__yellow_fire_hydrant.jpg,0,16,0,0,7,"urban
traffic
intersection","[10, 19, 35]"
images/stimuli_labeled/coco_shared_978__colorful_kite_surfers.jpg,0,17,0,0,7,"yellow
fire
hydrant","[10, 19, 35]"
images/stimuli_labeled/coco_shared_22__ornate_clock_tower.jpg,0,18,0,0,7,"colorful
kite
surfers","[10, 19, 35]"
blank.jpg,0,19,1,0,7,"ornate
clock
tower","[10, 19, 35]"
images/stimuli_labeled/extra40__man_in_white.jpg,1,20,0,0,7,blank,"[10, 19, 35]"
images/stimuli_labeled/coco_shared_428__small_bathroom_interior.jpg,0,21,0,0,7,"man
in
white","[10, 19, 35]"
images/stimuli_labeled/coco_nonshared_31076__black_cat_heterochromia.jpg,0,22,0,0,7,"small
bathroom
interior","[10, 19, 35]"
images/stimuli_labeled/coco_nonshared_38511__unmade_bed_window.jpg,0,23,0,0,7,"black
cat
heterochromia","[10, 19, 35]"
images/stimuli_labeled/extra14__orange_monolith_park.jpg,1,24,0,0,7,"unmade
bed
window","[10, 19, 35]"
images/stimuli_labeled/coco_shared_366__welldressed_asian_man.jpg,0,25,0,0,7,"orange
monolith
park","[10, 19, 35]"
images/stimuli_labeled/coco_nonshared_45996__vintage_kitchen_collectibles.jpg,0,26,0,0,7,"welldressed
asian
man","[10, 19, 35]"
images/stimuli_labeled/coco_nonshared_28077__black_ceramic_elephant.jpg,0,27,0,0,7,"vintage
kitchen
collectibles","[10, 19, 35]"
images/stimuli_labeled/coco_shared_35__urban_traffic_scene.jpg,0,28,0,0,7,"black
ceramic
elephant","[10, 19, 35]"
images/stimuli_labeled/coco_shared_898__striped_alert_cat.jpg,0,29,0,0,7,"urban
traffic
scene","[10, 19, 35]"
images/stimuli_labeled/coco_shared_221__lakeside_bell_tower.jpg,0,30,0,0,7,"striped
alert
cat","[10, 19, 35]"
images/stimuli_labeled/coco_shared_316__man_sleeping_bench.jpg,0,31,0,0,7,"lakeside
bell
tower","[10, 19, 35]"
images/stimuli_labeled/coco_shared_303__television_living_room.jpg,0,32,0,0,7,"man
sleeping
bench","[10, 19, 35]"
images/stimuli_labeled/coco_nonshared_30254__colorful_cultural_display.jpg,0,33,0,0,7,"television
living
room","[10, 19, 35]"
images/stimuli_labeled/coco_nonshared_33993__antique_japanese_interior.jpg,0,34,0,0,7,"colorful
cultural
display","[10, 19, 35]"
blank.jpg,0,35,1,1,7,"antique
japanese
interior","[10, 19, 35]"
images/stimuli_labeled/coco_shared_246__doubledecker_bus_parked.jpg,1,0,0,0,8,blank,"[9, 20, 35]"
images/stimuli_labeled/coco_shared_896__yellow_floral_arrangement.jpg,0,1,0,0,8,"doubledecker
bus
parked","[9, 20, 35]"
images/stimuli_labeled/coco_shared_742__bathroom_cabinet_sink.jpg,1,2,0,0,8,"yellow
floral
arrangement","[9, 20, 35]"
images/stimuli_labeled/coco_nonshared_26164__child_cat_sleeping.jpg,0,3,0,0,8,"bathroom
cabinet
sink","[9, 20, 35]"
images/stimuli_labeled/coco_shared_578__woman_with_umbrella.jpg,1,4,0,0,8,"child
cat
sleeping","[9, 20, 35]"
images/stimuli_labeled/coco_shared_457__small_white_bathroom.jpg,0,5,0,0,8,"woman
with
umbrella","[9, 20, 35]"
images/stimuli_labeled/coco_shared_382__illuminated_street_clock.jpg,0,6,0,0,8,"small
white
bathroom","[9, 20, 35]"
images/stimuli_labeled/coco_shared_51__yellow_fire_hydrant.jpg,1,7,0,0,8,"illuminated
street
clock","[9, 20, 35]"
images/stimuli_labeled/coco_shared_772__ornate_eagle_clock.jpg,0,8,0,0,8,"yellow
fire
hydrant","[9, 20, 35]"
blank.jpg,0,9,1,0,8,"ornate
eagle
clock","[9, 20, 35]"
images/stimuli_labeled/coco_shared_888__compact_kitchen_layout.jpg,0,10,0,0,8,blank,"[9, 20, 35]"
images/stimuli_labeled/extra32__park_violinist_performing.jpg,0,11,0,0,8,"compact
kitchen
layout","[9, 20, 35]"
images/stimuli_labeled/coco_shared_56__bicycle_bus_rack.jpg,0,12,0,0,8,"park
violinist
performing","[9, 20, 35]"
images/stimuli_labeled/coco_shared_251__red_cups_stacked.jpg,0,13,0,0,8,"bicycle
bus
rack","[9, 20, 35]"
images/stimuli_labeled/coco_shared_762__dinner_party_table.jpg,1,14,0,0,8,"red
cups
stacked","[9, 20, 35]"
images/stimuli_labeled/coco_shared_627__couple_bench_waterfront.jpg,0,15,0,0,8,"dinner
party
table","[9, 20, 35]"
images/stimuli_labeled/coco_shared_269__roses_vases_green.jpg,0,16,0,0,8,"couple
bench
waterfront","[9, 20, 35]"
images/stimuli_labeled/coco_shared_127__modern_kitchen_cabinets.jpg,0,17,0,0,8,"roses
vases
green","[9, 20, 35]"
images/stimuli_labeled/target2__orange_square_container.jpg,1,18,0,0,8,"modern
kitchen
cabinets","[9, 20, 35]"
images/stimuli_labeled/coco_nonshared_38249__cat_face_closeup.jpg,0,19,0,0,8,"orange
square
container","[9, 20, 35]"
blank.jpg,0,20,1,0,8,"cat
face
closeup","[9, 20, 35]"
images/stimuli_labeled/album12__mom_dad_wedding.jpg,0,21,0,0,8,blank,"[9, 20, 35]"
images/stimuli_labeled/coco_nonshared_30452__dog_between_legs.jpg,0,22,0,0,8,"mom
dad
wedding","[9, 20, 35]"
images/stimuli_labeled/coco_shared_973__curlyhaired_man_surprised.jpg,1,23,0,0,8,"dog
between
legs","[9, 20, 35]"
images/stimuli_labeled/coco_shared_216__park_path_people.jpg,0,24,0,0,8,"curlyhaired
man
surprised","[9, 20, 35]"
images/stimuli_labeled/coco_shared_513__maroon_kitchen_cabinets.jpg,0,25,0,0,8,"park
path
people","[9, 20, 35]"
images/stimuli_labeled/album3__dad_at_store.jpg,0,26,0,0,8,"maroon
kitchen
cabinets","[9, 20, 35]"
images/stimuli_labeled/coco_nonshared_11343__chihuahua_laptop_takeout.jpg,0,27,0,0,8,"dad
at
store","[9, 20, 35]"
images/stimuli_labeled/target1__musician_playing_trumpet.jpg,1,28,0,0,8,"chihuahua
laptop
takeout","[9, 20, 35]"
images/stimuli_labeled/coco_nonshared_69400__bike_against_red.jpg,0,29,0,0,8,"musician
playing
trumpet","[9, 20, 35]"
images/stimuli_labeled/coco_nonshared_64709__messy_unmade_bed.jpg,0,30,0,0,8,"bike
against
red","[9, 20, 35]"
images/stimuli_labeled/coco_shared_91__cozy_christmas_livingroom.jpg,0,31,0,0,8,"messy
unmade
bed","[9, 20, 35]"
images/stimuli_labeled/coco_shared_313__wii_bowling_player.jpg,0,32,0,0,8,"cozy
christmas
livingroom","[9, 20, 35]"
images/stimuli_labeled/coco_shared_729__umbrella_underpass_solitude.jpg,0,33,0,0,8,"wii
bowling
player","[9, 20, 35]"
images/stimuli_labeled/coco_shared_996__blue_train_passing.jpg,0,34,0,0,8,"umbrella
underpass
solitude","[9, 20, 35]"
blank.jpg,0,35,1,1,8,"blue
train
passing","[9, 20, 35]"
images/stimuli_labeled/coco_shared_783__apple_computer_setup.jpg,0,0,0,0,9,blank,"[11, 22, 35]"
images/stimuli_labeled/coco_shared_849__man_with_beard.jpg,0,1,0,0,9,"apple
computer
setup","[11, 22, 35]"
images/stimuli_labeled/coco_nonshared_37605__vintage_clock_bottles.jpg,0,2,0,0,9,"man
with
beard","[11, 22, 35]"
images/stimuli_labeled/coco_shared_272__broadway_street_sign.jpg,0,3,0,0,9,"vintage
clock
bottles","[11, 22, 35]"
images/stimuli_labeled/coco_shared_110__illuminated_clock_tower.jpg,0,4,0,0,9,"broadway
street
sign","[11, 22, 35]"
images/stimuli_labeled/coco_shared_56__bicycle_bus_rack.jpg,1,5,0,0,9,"illuminated
clock
tower","[11, 22, 35]"
images/stimuli_labeled/coco_shared_722__vintage_ornate_bathroom.jpg,0,6,0,0,9,"bicycle
bus
rack","[11, 22, 35]"
images/stimuli_labeled/coco_nonshared_52966__pink_racing_bicycle.jpg,0,7,0,0,9,"vintage
ornate
bathroom","[11, 22, 35]"
images/stimuli_labeled/coco_shared_876__woman_dog_bench.jpg,0,8,0,0,9,"pink
racing
bicycle","[11, 22, 35]"
images/stimuli_labeled/extra9__mustache_necklace_tanktop.jpg,0,9,0,0,9,"woman
dog
bench","[11, 22, 35]"
images/stimuli_labeled/coco_shared_908__japanese_commuter_train.jpg,0,10,0,0,9,"mustache
necklace
tanktop","[11, 22, 35]"
blank.jpg,0,11,1,0,9,"japanese
commuter
train","[11, 22, 35]"
images/stimuli_labeled/target1__musician_playing_trumpet.jpg,1,12,0,0,9,blank,"[11, 22, 35]"
images/stimuli_labeled/coco_nonshared_39060__bicycle_hydrant_shadow.jpg,0,13,0,0,9,"musician
playing
trumpet","[11, 22, 35]"
images/stimuli_labeled/coco_shared_904__elegant_kitchen_island.jpg,0,14,0,0,9,"bicycle
hydrant
shadow","[11, 22, 35]"
images/stimuli_labeled/coco_shared_600__seagulls_on_boat.jpg,0,15,0,0,9,"elegant
kitchen
island","[11, 22, 35]"
images/stimuli_labeled/coco_nonshared_29683__tiered_wooden_benches.jpg,0,16,0,0,9,"seagulls
on
boat","[11, 22, 35]"
images/stimuli_labeled/coco_shared_826__redcoated_porters_boarding.jpg,0,17,0,0,9,"tiered
wooden
benches","[11, 22, 35]"
images/stimuli_labeled/coco_shared_54__red_boat_buoy.jpg,0,18,0,0,9,"redcoated
porters
boarding","[11, 22, 35]"
images/stimuli_labeled/coco_shared_745__clock_tower_spire.jpg,0,19,0,0,9,"red
boat
buoy","[11, 22, 35]"
images/stimuli_labeled/coco_shared_470__tiled_bathroom_interior.jpg,0,20,0,0,9,"clock
tower
spire","[11, 22, 35]"
images/stimuli_labeled/coco_shared_654__buddhist_temple_entrance.jpg,0,21,0,0,9,"tiled
bathroom
interior","[11, 22, 35]"
blank.jpg,0,22,1,0,9,"buddhist
temple
entrance","[11, 22, 35]"
images/stimuli_labeled/coco_nonshared_33108__folded_wooden_chairs.jpg,0,23,0,0,9,blank,"[11, 22, 35]"
images/stimuli_labeled/coco_shared_404__child_playing_frisbee.jpg,0,24,0,0,9,"folded
wooden
chairs","[11, 22, 35]"
images/stimuli_labeled/coco_shared_698__computer_classroom_setup.jpg,0,25,0,0,9,"child
playing
frisbee","[11, 22, 35]"
images/stimuli_labeled/coco_shared_597__man_feeding_dog.jpg,0,26,0,0,9,"computer
classroom
setup","[11, 22, 35]"
images/stimuli_labeled/coco_shared_633__vintage_portable_electronics.jpg,0,27,0,0,9,"man
feeding
dog","[11, 22, 35]"
images/stimuli_labeled/coco_shared_494__brick_terraced_houses.jpg,1,28,0,0,9,"vintage
portable
electronics","[11, 22, 35]"
images/stimuli_labeled/coco_shared_177__pensive_military_man.jpg,0,29,0,0,9,"brick
terraced
houses","[11, 22, 35]"
images/stimuli_labeled/coco_shared_14__highspeed_train_bridge.jpg,0,30,0,0,9,"pensive
military
man","[11, 22, 35]"
images/stimuli_labeled/target1__musician_playing_trumpet.jpg,1,31,0,0,9,"highspeed
train
bridge","[11, 22, 35]"
images/stimuli_labeled/coco_shared_415__professional_bespectacled_man.jpg,0,32,0,0,9,"musician
playing
trumpet","[11, 22, 35]"
images/stimuli_labeled/coco_shared_76__child_holding_flower.jpg,1,33,0,0,9,"professional
bespectacled
man","[11, 22, 35]"
images/stimuli_labeled/coco_shared_225__red_umbrella_foreground.jpg,0,34,0,0,9,"child
holding
flower","[11, 22, 35]"
blank.jpg,0,35,1,1,9,"red
umbrella
foreground","[11, 22, 35]"
images/stimuli_labeled/coco_shared_538__laptop_on_desk.jpg,0,0,0,0,10,blank,"[12, 18, 35]"
images/stimuli_labeled/album4__fresh_produce_market.jpg,0,1,0,0,10,"laptop
on
desk","[12, 18, 35]"
images/stimuli_labeled/coco_shared_621__cyclist_riding_downtown.jpg,0,2,0,0,10,"fresh
produce
market","[12, 18, 35]"
images/stimuli_labeled/coco_shared_917__shetland_pony_grazing.jpg,0,3,0,0,10,"cyclist
riding
downtown","[12, 18, 35]"
images/stimuli_labeled/coco_nonshared_4019__scissors_on_wall.jpg,0,4,0,0,10,"shetland
pony
grazing","[12, 18, 35]"
images/stimuli_labeled/coco_nonshared_56101__abandoned_messy_bed.jpg,0,5,0,0,10,"scissors
on
wall","[12, 18, 35]"
images/stimuli_labeled/coco_shared_922__seagull_post_lighthouse.jpg,0,6,0,0,10,"abandoned
messy
bed","[12, 18, 35]"
images/stimuli_labeled/coco_shared_621__cyclist_riding_downtown.jpg,1,7,0,0,10,"seagull
post
lighthouse","[12, 18, 35]"
images/stimuli_labeled/coco_shared_405__yellow_traffic_light.jpg,0,8,0,0,10,"cyclist
riding
downtown","[12, 18, 35]"
images/stimuli_labeled/coco_nonshared_15494__dog_in_office.jpg,0,9,0,0,10,"yellow
traffic
light","[12, 18, 35]"
images/stimuli_labeled/coco_shared_100__video_game_gathering.jpg,0,10,0,0,10,"dog
in
office","[12, 18, 35]"
images/stimuli_labeled/coco_shared_510__yellow_train_station.jpg,1,11,0,0,10,"video
game
gathering","[12, 18, 35]"
blank.jpg,0,12,1,0,10,"yellow
train
station","[12, 18, 35]"
images/stimuli_labeled/coco_shared_943__bird_over_beach.jpg,1,13,0,0,10,blank,"[12, 18, 35]"
images/stimuli_labeled/extra36__dog_wearing_jacket.jpg,0,14,0,0,10,"bird
over
beach","[12, 18, 35]"
images/stimuli_labeled/coco_shared_35__urban_traffic_scene.jpg,1,15,0,0,10,"dog
wearing
jacket","[12, 18, 35]"
images/stimuli_labeled/coco_shared_984__office_break_room.jpg,0,16,0,0,10,"urban
traffic
scene","[12, 18, 35]"
images/stimuli_labeled/coco_shared_954__colorful_park_benches.jpg,0,17,0,0,10,"office
break
room","[12, 18, 35]"
blank.jpg,0,18,1,0,10,"colorful
park
benches","[12, 18, 35]"
images/stimuli_labeled/coco_nonshared_13108__motorcyclist_passing_bicycles.jpg,0,19,0,0,10,blank,"[12, 18, 35]"
images/stimuli_labeled/coco_shared_543__grand_central_statue.jpg,0,20,0,0,10,"motorcyclist
passing
bicycles","[12, 18, 35]"
images/stimuli_labeled/coco_shared_604__vintage_orange_pickup.jpg,0,21,0,0,10,"grand
central
statue","[12, 18, 35]"
images/stimuli_labeled/coco_shared_281__clock_tower_building.jpg,0,22,0,0,10,"vintage
orange
pickup","[12, 18, 35]"
images/stimuli_labeled/extra49__smiling_elderly_man.jpg,0,23,0,0,10,"clock
tower
building","[12, 18, 35]"
images/stimuli_labeled/coco_shared_660__cluttered_entertainment_setup.jpg,1,24,0,0,10,"smiling
elderly
man","[12, 18, 35]"
images/stimuli_labeled/target0__man_dog_stairs.jpg,1,25,0,0,10,"cluttered
entertainment
setup","[12, 18, 35]"
images/stimuli_labeled/extra15__oranges_in_storefront.jpg,0,26,0,0,10,"man
dog
stairs","[12, 18, 35]"
images/stimuli_labeled/album2__children_photo.jpg,0,27,0,0,10,"oranges
in
storefront","[12, 18, 35]"
images/stimuli_labeled/coco_shared_633__vintage_portable_electronics.jpg,1,28,0,0,10,"children
photo","[12, 18, 35]"
images/stimuli_labeled/coco_shared_372__red_dining_room.jpg,0,29,0,0,10,"vintage
portable
electronics","[12, 18, 35]"
images/stimuli_labeled/coco_nonshared_10466__polymer_clay_books.jpg,0,30,0,0,10,"red
dining
room","[12, 18, 35]"
images/stimuli_labeled/coco_shared_325__wine_tasting_class.jpg,0,31,0,0,10,"polymer
clay
books","[12, 18, 35]"
images/stimuli_labeled/coco_shared_856__boardwalk_benches_oceanfront.jpg,0,32,0,0,10,"wine
tasting
class","[12, 18, 35]"
images/stimuli_labeled/coco_shared_938__potted_plant_clock.jpg,0,33,0,0,10,"boardwalk
benches
oceanfront","[12, 18, 35]"
images/stimuli_labeled/coco_shared_94__ornate_clock_tower.jpg,0,34,0,0,10,"potted
plant
clock","[12, 18, 35]"
blank.jpg,0,35,1,1,10,"ornate
clock
tower","[12, 18, 35]"
images/stimuli_labeled/extra36__dog_wearing_jacket.jpg,1,0,0,0,11,blank,"[11, 22, 35]"
images/stimuli_labeled/coco_shared_164__luxurious_bathroom_counter.jpg,0,1,0,0,11,"dog
wearing
jacket","[11, 22, 35]"
images/stimuli_labeled/coco_shared_29__girl_on_bed.jpg,0,2,0,0,11,"luxurious
bathroom
counter","[11, 22, 35]"
images/stimuli_labeled/coco_shared_361__dog_on_truck.jpg,1,3,0,0,11,"girl
on
bed","[11, 22, 35]"
images/stimuli_labeled/coco_nonshared_59662__old_wooden_bench.jpg,0,4,0,0,11,"dog
on
truck","[11, 22, 35]"
images/stimuli_labeled/coco_shared_706__dogs_playing_outdoors.jpg,0,5,0,0,11,"old
wooden
bench","[11, 22, 35]"
images/stimuli_labeled/coco_shared_448__laptop_with_stickers.jpg,1,6,0,0,11,"dogs
playing
outdoors","[11, 22, 35]"
images/stimuli_labeled/extra35__wooden_crate_foreground.jpg,0,7,0,0,11,"laptop
with
stickers","[11, 22, 35]"
images/stimuli_labeled/coco_shared_13__laptop_on_bed.jpg,0,8,0,0,11,"wooden
crate
foreground","[11, 22, 35]"
images/stimuli_labeled/coco_shared_696__bathtub_toilet_faucet.jpg,0,9,0,0,11,"laptop
on
bed","[11, 22, 35]"
images/stimuli_labeled/coco_shared_315__vintage_motel_sign.jpg,0,10,0,0,11,"bathtub
toilet
faucet","[11, 22, 35]"
blank.jpg,0,11,1,0,11,"vintage
motel
sign","[11, 22, 35]"
images/stimuli_labeled/coco_nonshared_60963__cat_hair_toys.jpg,0,12,0,0,11,blank,"[11, 22, 35]"
images/stimuli_labeled/coco_shared_430__computer_workstation_setup.jpg,0,13,0,0,11,"cat
hair
toys","[11, 22, 35]"
images/stimuli_labeled/coco_shared_836__floral_patterned_couch.jpg,0,14,0,0,11,"computer
workstation
setup","[11, 22, 35]"
images/stimuli_labeled/coco_shared_820__children_playing_videogames.jpg,0,15,0,0,11,"floral
patterned
couch","[11, 22, 35]"
images/stimuli_labeled/coco_nonshared_66302__political_protest_sign.jpg,0,16,0,0,11,"children
playing
videogames","[11, 22, 35]"
images/stimuli_labeled/coco_shared_80__teddy_bear_purplebow.jpg,0,17,0,0,11,"political
protest
sign","[11, 22, 35]"
images/stimuli_labeled/coco_shared_697__street_sign_intersection.jpg,0,18,0,0,11,"teddy
bear
purplebow","[11, 22, 35]"
images/stimuli_labeled/coco_shared_605__light_rail_train.jpg,0,19,0,0,11,"street
sign
intersection","[11, 22, 35]"
images/stimuli_labeled/coco_shared_84__boats_forest_harbor.jpg,0,20,0,0,11,"light
rail
train","[11, 22, 35]"
images/stimuli_labeled/coco_nonshared_52337__bookshelf_armchair_backpack.jpg,0,21,0,0,11,"boats
forest
harbor","[11, 22, 35]"
blank.jpg,0,22,1,0,11,"bookshelf
armchair
backpack","[11, 22, 35]"
images/stimuli_labeled/coco_shared_993__woman_brushing_teeth.jpg,0,23,0,0,11,blank,"[11, 22, 35]"
images/stimuli_labeled/coco_nonshared_12605__hooded_figure_crossing.jpg,0,24,0,0,11,"woman
brushing
teeth","[11, 22, 35]"
images/stimuli_labeled/coco_shared_610__retro_gas_station.jpg,0,25,0,0,11,"hooded
figure
crossing","[11, 22, 35]"
images/stimuli_labeled/coco_nonshared_20737__vintage_scooter_storefront.jpg,0,26,0,0,11,"retro
gas
station","[11, 22, 35]"
images/stimuli_labeled/coco_shared_142__wooden_bed_whitesheet.jpg,0,27,0,0,11,"vintage
scooter
storefront","[11, 22, 35]"
images/stimuli_labeled/coco_shared_926__bus_church_snow.jpg,0,28,0,0,11,"wooden
bed
whitesheet","[11, 22, 35]"
images/stimuli_labeled/coco_shared_79__hand_holding_remote.jpg,0,29,0,0,11,"bus
church
snow","[11, 22, 35]"
images/stimuli_labeled/target2__orange_square_container.jpg,1,30,0,0,11,"hand
holding
remote","[11, 22, 35]"
images/stimuli_labeled/extra20__trumpeter_playing_park.jpg,0,31,0,0,11,"orange
square
container","[11, 22, 35]"
images/stimuli_labeled/coco_shared_897__yellow_fire_hydrant.jpg,0,32,0,0,11,"trumpeter
playing
park","[11, 22, 35]"
images/stimuli_labeled/coco_shared_196__patterned_rug_livingroom.jpg,0,33,0,0,11,"yellow
fire
hydrant","[11, 22, 35]"
images/stimuli_labeled/coco_shared_14__highspeed_train_bridge.jpg,1,34,0,0,11,"patterned
rug
livingroom","[11, 22, 35]"
blank.jpg,0,35,1,1,11,"highspeed
train
bridge","[11, 22, 35]"
images/stimuli_labeled/coco_shared_309__vintage_bathroom_tub.jpg,0,0,0,0,12,blank,"[11, 20, 35]"
images/stimuli_labeled/coco_shared_143__outdoor_wine_tasting.jpg,0,1,0,0,12,"vintage
bathroom
tub","[11, 20, 35]"
images/stimuli_labeled/coco_shared_871__ornate_astronomical_clock.jpg,1,2,0,0,12,"outdoor
wine
tasting","[11, 20, 35]"
images/stimuli_labeled/coco_shared_954__colorful_park_benches.jpg,1,3,0,0,12,"ornate
astronomical
clock","[11, 20, 35]"
images/stimuli_labeled/coco_shared_712__vintage_red_motorcycle.jpg,0,4,0,0,12,"colorful
park
benches","[11, 20, 35]"
images/stimuli_labeled/coco_shared_888__compact_kitchen_layout.jpg,1,5,0,0,12,"vintage
red
motorcycle","[11, 20, 35]"
images/stimuli_labeled/coco_shared_545__asianstyle_interior_decor.jpg,1,6,0,0,12,"compact
kitchen
layout","[11, 20, 35]"
images/stimuli_labeled/coco_shared_190__cat_on_bench.jpg,1,7,0,0,12,"asianstyle
interior
decor","[11, 20, 35]"
images/stimuli_labeled/coco_nonshared_29175__people_filming_crowd.jpg,0,8,0,0,12,"cat
on
bench","[11, 20, 35]"
images/stimuli_labeled/coco_shared_519__book_on_blanket.jpg,0,9,0,0,12,"people
filming
crowd","[11, 20, 35]"
images/stimuli_labeled/coco_shared_158__winetasting_bald_man.jpg,1,10,0,0,12,"book
on
blanket","[11, 20, 35]"
blank.jpg,0,11,1,0,12,"winetasting
bald
man","[11, 20, 35]"
